ions;SNF3_untreated;car1_untreated;NPY1_untreated;MSW1_untreated;RNR4_untreated;GRX5_untreated;aah1_untreated;AMD2_untreated;MSM1_untreated;URA1_untreated;GPR1_untreated;IMD4_untreated;RNR1_untreated;LEU1_untreated;URA10_untreated;LPD1_untreated;FUM1_untreated;CHO1_untreated;FUN26_untreated;DAL7_untreated;ALD5_untreated;FCY21_untreated;NIT1_untreated;uga1_untreated;pnp1_untreated;CIT2_untreated;CRD1_untreated;FUI1_untreated;AVT3_untreated;TPN1_untreated;HOM6_untreated;PHO84_untreated;BNA4_untreated;FBP1_untreated;RGT2_untreated;LSC1_untreated;PUT1_untreated;FAA2_untreated;NIT2_untreated;GLR1_untreated;SUC2_untreated;ODC2_untreated;ADH3_untreated;FEN2_untreated;PNC1_untreated;HOM2_untreated;AVT1_untreated;SHM1_untreated;ERS1_untreated;DIC1_untreated;ALD4_untreated;BAP3_untreated;RBK1_untreated;hmg2_untreated;FUR4_untreated;BNA3_untreated;AAT2_untreated;MST1_untreated;ILV1_untreated;YCF1_untreated;ADE8_untreated;MLS1_untreated;IZH2_untreated;ARO1_untreated;MEP2_untreated;BAT1_untreated;STE2_untreated;IMD2_untreated;TAT1_untreated;GDA1_untreated;LYS12_untreated;STR3_untreated;GAP1_untreated;ALT1_untreated;VBA1_untreated;VBA2_untreated;LEU4_untreated;GCV2_untreated;FUR4_estradiol;AVT1_estradiol;ARO1_estradiol;LYS12_estradiol;VBA1_estradiol;MSW1_estradiol;uga1_estradiol;MST1_estradiol;IMD2_estradiol;GAP1_estradiol;SUC2_estradiol;BNA4_estradiol;HOM6_estradiol;GPR1_estradiol;MSM1_estradiol;WT_estradiol;CHO1_estradiol;BNA3_estradiol;SNF3_estradiol;STR3_estradiol;VBA2_estradiol;FUM1_estradiol;FCY21_estradiol;hmg2_estradiol;RNR1_estradiol;ALD5_estradiol;NIT1_estradiol;LEU1_estradiol;ADE8_estradiol;RNR4_estradiol;FEN2_estradiol;PHO84_estradiol;RGT2_estradiol;ODC2_estradiol;BAT1_estradiol;GCV2_estradiol;NPY1_estradiol;YCF1_estradiol;FUI1_estradiol;GRX5_estradiol;AAT2_estradiol;LEU4_estradiol;MLS1_estradiol;STE2_estradiol;ILV1_estradiol;DAL7_estradiol;LSC1_estradiol;MEP2_estradiol;TPN1_estradiol;AVT3_estradiol;URA10_estradiol;BAP3_estradiol;pnp1_estradiol;FBP1_estradiol;RBK1_estradiol;FUN26_estradiol;IMD4_estradiol;NIT2_estradiol;CIT2_estradiol;AMD2_estradiol;ALT1_estradiol;aah1_estradiol;SHM1_estradiol;DIC1_estradiol;TAT1_estradiol;ALD4_estradiol;URA1_estradiol;ADH3_estradiol;HOM2_estradiol;PUT1_estradiol;PNC1_estradiol;FAA2_estradiol;GLR1_estradiol;ERS1_estradiol;IZH2_estradiol;LPD1_estradiol;CRD1_estradiol;GDA1_estradiol;car1_estradiol;thaumatin;hydroxyurea;alphafactor;pentostatin;fluvastatin;aminooxyacetate;dmso;atorvastatin
C4:0 (Butyric acid);-0.967069218;-1.005178129;-0.347273417;-0.065376619;0.336086897;-0.408516307;0.413331562;0.241240549;0.379186674;0.243471673;0.182591339;-0.17363339;0.122549864;0.445074293;0.097048109;-0.318560371;-0.50982884;1.129962303;0.884197469;-0.413558059;0.110363626;0.495463568;0.627557054;-0.371580143;-0.123905262;-0.071777798;-0.544506669;0.25282736;0.217076861;0.700023056;-0.902211873;0.294136483;0.381501701;-0.246914084;0.1399176;0.056028373;-1.09976101;-0.208436283;-0.074368802;-0.238300614;-0.010464246;-0.338430355;-0.550528835;-0.220585567;0.371158666;-0.450107439;-0.350726068;-0.294324387;-0.499990028;-0.061011934;0.141976322;-0.611695724;0.076910854;0.405859256;0.076207676;-0.287272217;-0.451023279;-0.350657782;-0.259594718;-0.193544118;0.573081839;0.835826394;0.15885924;-0.351944035;0.300772079;1.490507627;-0.170124887;0.188713161;0.244574352;-0.345600897;-0.200546533;0.692169985;-0.67480891;-0.077897639;-0.040781431;-0.520137373;0.002060226;0.080932227;0.070436108;-0.154185478;-0.232147881;-0.164075225;-0.480900685;-0.315364149;0.088267445;0.016481874;0.185122239;0.363665383;-0.05992006;0.395072476;-0.630792158;0.356383723;-0.226306182;-0.218088928;0.566362603;0.252337043;-0.326726464;1.472525944;-0.304804856;-0.082401791;-0.377392891;-0.078271274;-0.623639991;0.570299377;0.16455084;0.396155639;0.411353093;0.776291997;0.304523654;0.59173373;0.035602402;0.909781151;0.956215064;0.409239041;0.094618933;0.903531156;-0.138819879;-1.10628908;-0.001829363;0.035749279;0.184822928;0.113135991;-0.418148401;-0.909180556;-0.596163803;0.226177605;-0.953286172;0.298811063;1.09746621;-0.589894059;-0.247416935;-0.504154129;-1.029864335;-0.201395212;-0.143991752;0.341382267;-0.235176836;0.459412067;-0.328836229;0.171800063;-0.136932226;-0.378854402;-0.596380846;0.634485694;0.099414654;-0.41851769;-0.623208183;0.684847145;-0.024440987;0.343527762;-0.574483218;0.290419924;0.370333574;-0.307145951;0.48097409;0.122601662;0.020137858;0.339154427;-0.092971711;0.22926461;0.287624741;0.04464168;0.065836152;-0.122202001;0.349600991
Alanine;-0.48634759;0.180005948;-0.60514726;-0.111448631;0.188643296;0.177027062;-0.030076995;0.46012454;-0.170742589;0.058495938;-0.514517074;-0.254325298;0.572524532;-0.471106677;0.12316238;-0.457084765;-0.522471691;-0.589007957;-0.344973588;1.077657909;0.137118784;-0.302068044;-0.344369567;0.278116885;-0.011333856;0.561020077;0.262335899;0.47781325;0.076825832;-0.342546036;-0.32015222;-0.539731975;-0.329806441;-0.362149679;-0.390376372;-0.024677298;0.148591699;0.135797485;0.233234519;-0.317290937;-0.305744649;-0.224230129;0.523835546;-0.433165472;-0.492465295;0.113300487;-0.228845595;-0.165584701;0.005631118;-0.340711609;0.031728325;-0.173124651;-0.080948764;-0.733479574;-0.285947221;0.455544187;-0.273665308;-0.118207159;-0.270911796;-0.246009246;-0.024764228;0.015563178;-0.13906063;-0.544789351;-0.367131123;-0.189693503;-0.391488384;-0.057972287;-0.141004014;-0.044139269;0.163144947;-0.386322789;0.06810052;-0.3946447;-0.081039818;0.366721363;-0.675441151;-0.200312656;0.480189784;-0.269096494;-0.598855544;0.368760519;0.176750223;0.002436747;0.498071534;0.218781016;0.045874944;-0.081618541;-0.217019917;0.661037014;-0.367453561;-0.556851985;-0.298780225;0.311717337;-0.535288963;0.6677317;-0.104611587;-0.664920688;0.613000023;0.328468694;-0.376525704;-0.417928428;2.054572176;0.093760467;-0.367758129;-0.373000081;-0.511612052;0.010683546;-0.267382188;0.089496548;-0.044537488;0.552008597;-0.589237353;0.348516015;0.212511007;0.128182787;-0.433807007;0.391068257;-1.030754577;0.050734328;0.022419096;0.25280716;-0.453568389;1.764286228;0.077353031;-0.032541964;-0.425463705;0.257567382;0.100862449;-0.400035918;0.473509678;-0.964181043;0.768998934;0.007524671;-0.556109848;0.262546312;-1.386947627;-0.003505971;-0.897160291;-0.033921989;-0.092207144;-1.147171845;0.216606099;0.033419199;0.13891548;-0.112544955;0.009233891;0.648797279;-0.419989398;0.084974442;-0.236931714;-0.349020173;0.389322807;-0.149189608;-0.039747735;-0.553524437;0.365285504;0.390530195;0.246210215;0.36239633;0.632703643;0.313906087;0.031178605;0.073081794;0.516914339
Lactate;0.492780577;-0.462346402;0.082680111;0.142500142;0.002368785;0.154000352;0.009646369;-0.190523921;0.101242449;-0.08989766;0.187016269;0.092568942;0.437118037;-0.232753996;-0.207167661;-0.189205786;-0.170707722;0.035829178;-0.367989462;-0.127059439;-0.515444658;0.191012697;0.355840486;-0.226384156;-0.51836474;0.051764803;-0.200014686;0.046213907;0.033554387;0.237712335;0.05389461;-0.26943261;-0.059275339;0.490065766;0.244977377;-0.451563068;-0.364724604;-0.032730495;-0.430467232;0.294581583;-0.048587252;0.060922488;-0.131607701;0.111111797;0.099876066;0.405054705;0.396581941;-0.211186829;0.043566558;-0.094620818;-0.766399623;-0.020864688;0.174147204;0.3076726;0.11618686;-0.350420224;0.734958574;-0.356442897;0.55751655;0.136195441;0.423482754;0.268215217;-0.221850185;-0.565602279;0.148630999;0.559411631;0.624907716;0.077768172;0.114064697;0.288172328;-0.524332778;0.71486749;0.017248262;0.337139562;0.364936219;-0.032596517;0.001821259;-0.084663931;-0.640944722;-0.365712997;-0.140973494;-0.74079253;0.261232868;0.001692147;0.154308439;0.069373206;0.050925933;0.146192844;0.798778982;-0.514714083;0.003994157;0.32601382;0.461803404;-0.217775945;0.264144389;-0.010010216;0.366079832;0.441728574;0.331010395;-0.535209022;0.174053167;0.084512193;0.265106883;-0.388333106;0.24295548;-0.065838569;0.485690967;-0.273647156;-0.078466034;0.068554519;0.060654166;0.334707155;0.502609282;0.005291618;-0.021301004;-0.171619045;0.063193671;-0.610106801;0.334436226;0.652175476;0.052500414;0.412315114;0.835890112;-0.295313545;-0.241897656;0.254110132;-0.167101999;0.04061434;-0.165850988;-0.007159402;-0.27116416;0.192553557;-0.213959238;-0.180008428;-0.025767261;-0.420285508;-0.016482774;-0.032303369;0.807479856;0.095604597;-0.556312571;-0.277336734;-0.129375773;0.00836859;0.088693992;0.302262915;0.186582855;-0.749723437;-0.024282666;0.001075431;0.075324017;0.274681797;0.015647254;-0.339009537;0.003442732;0.392211595;-0.577367708;0.366143609;0.00840573;0.368741363;0.342985918;0.291407639;0.306717019;0.253562719;0.15007729
Glycerol;0.249520237;0.467764978;-0.066266968;0.045712226;0.13819594;0.736423911;-0.402087545;0.101222219;0.076023626;-0.122275019;-0.270516782;0.249908658;-0.581119847;-0.723848266;0.405132139;0.441312272;-0.279838592;0.415732521;0.001944585;0.408087543;0.418137761;-0.364385878;-0.244671464;-0.303997033;-1.094573462;-0.399740753;0.619600893;-0.318295031;0.056887382;0.334940059;0.189881724;-0.085954638;0.027626416;0.089288747;-0.329167268;0.746428556;-0.050932619;0.324974213;-0.303178643;-0.090351298;-0.123098049;-0.490567225;0.603079257;-0.660082952;0.345088788;-0.116512796;-0.041752715;0.682913317;-0.010626281;-0.007799789;0.035844893;-0.130170656;-0.14506241;-0.50497525;0.049134544;0.007732451;-0.677782677;-0.425699459;0.210677578;0.273982012;0.782435053;-0.426675645;0.570655774;-0.61082384;-0.630490785;0.806761553;-0.189475281;-0.250800841;-0.024072291;-0.165449724;0.576095065;-0.486688492;0.571497255;0.190329173;0.040767965;0.014649019;-0.491186089;-0.615696587;0.335836409;-0.609506334;-0.56767636;-0.332485049;-0.21195065;0.207514155;-0.1316168;-0.077421802;-0.257379042;0.345378359;-0.181090691;0.81646889;-0.342376463;-0.945453609;-0.248183626;-0.048553737;-0.309988302;0.187254953;-0.384205192;0.021387987;0.246355241;-0.056155308;-0.286979725;-0.462255526;0.737530895;0.122141018;-0.895569225;-0.023046242;-0.011953066;0.207865018;-0.152090752;0.61374861;0.570549156;-0.197380146;-0.181955572;0.133994067;0.095239865;-0.329900912;-0.083284263;0.673944701;-0.336161925;-0.065308059;-0.751959584;-0.748036445;-0.158902981;0.137605344;0.083422846;0.439090454;0.519037467;-0.049630784;0.391709665;-0.257368129;0.651909801;-0.508619075;-0.169062202;-0.13790547;0.206545606;-0.132410982;-0.203780305;0.625317437;-0.765971294;-0.447744961;0.460878532;-0.096731433;-0.056226824;0.349542667;-0.275637125;0.562745533;0.480723443;0.506850715;0.542204839;0.27225918;0.326009376;-0.000305997;0.023674929;0.46889809;0.466342592;0.342222314;-0.342102022;0.255648092;-0.437312822;-0.115734463;0.152500316;-0.02396328;-0.018654204;0.201040446;0.361323999
Furfural;-0.431783005;-1.039888955;-0.62720356;-0.00293675;-0.415843736;0.038211717;0.15606571;-0.394979387;0.030743023;0.145476246;-0.112393604;-0.043460837;-0.036587855;-0.203935208;-0.549630528;-0.383167848;0.220570016;-0.2551528;-0.394602078;-0.238909201;-0.091191165;0.151366664;0.390112947;0.090645815;-0.266803989;-0.022495535;-0.169172287;0.011998393;0.000745328;0.001760871;0.376200368;-0.108272577;0.186406186;0.513487876;0.35482868;-0.474084123;-0.091534446;0.095170111;-0.086605571;0.234561828;0.068563918;-0.167776875;-0.43107741;0.1329057;0.025504156;0.63532746;0.450325417;0.029513169;-0.035688931;-0.090054709;-0.635636885;0.011189153;0.044511829;0.157795362;-0.105254994;-0.068076076;0.689399947;0.056254047;0.632036682;0.333646641;0.068330368;0.628094658;0.352815346;-0.103681516;0.026306222;0.698935608;0.622160799;0.08360013;0.04460933;0.376994484;-0.220876414;0.693823936;-0.205188324;0.375007375;0.504413618;0.270007971;-0.023757215;0.084184725;-1.366571306;-0.542797787;-0.280364116;-0.63990119;-0.136833236;-0.026589648;0.208804415;0.028330979;-0.050683138;0.194427371;0.819352552;-0.844154768;0.168228062;0.156946607;0.439302784;-0.172405657;0.192509658;-0.050809891;0.217549036;0.30538443;0.205529831;-0.162850081;0.229951457;0.270630259;0.161413361;-0.077971047;0.817336683;-0.347200953;0.378412214;-0.35971233;0.02799374;0.186863108;0.332796928;0.323317954;0.144875586;0.079438158;0.027003888;-0.109876176;-0.285184524;-0.13371226;0.146184394;0.498003381;0.504134265;0.234638374;0.91691095;-0.365727406;-0.200033997;0.21671629;0.11175368;-0.073480877;0.027494709;0.051952111;-0.124842381;-0.072403382;0.049817636;-0.507333352;-0.20331941;-0.488986631;0.270629197;-0.156893449;0.638418316;-0.109079815;-0.592379766;-0.505835583;-0.340736604;0.18794889;-0.018275913;-0.067265929;0.173499618;-0.505222224;-0.005827714;-0.213266834;0.499345729;0.277550685;0.033252057;-0.129776509;0.144379547;0.830424551;-0.254307961;0.551273259;-0.364394509;0.324564977;-0.219335407;0.112319857;-0.180933219;-0.25075538;-0.369880536
Oxobutanoic acid;-1.661264229;-1.412708099;-1.33463262;-0.410967543;-0.813479122;-0.419048264;-0.299397773;-0.851351707;-0.455715142;-0.068644264;-0.213958706;-0.393345837;-0.333734567;-0.051116005;-0.512122777;-0.417179695;-0.102760256;-0.101465295;-0.492375137;-0.255404371;0.191043791;0.152457296;-0.1100745;0.454841916;-0.271526117;-0.171566746;-0.14558364;0.179250413;-0.018020736;-0.10928792;0.446786667;0.200007929;0.287425511;0.559976863;0.328299576;0.005913935;0.201072063;-0.034906704;0.232633572;0.226941472;0.09534466;-0.222101559;0.276097525;0.091302537;0.103397953;0.745074023;0.126333885;0.212838163;0.295253598;-0.044760656;-0.33042599;0.190879889;-0.057506219;0.478982563;-0.00577178;0.312565596;0.567013137;0.451922976;0.711869648;0.529520802;0.124626668;0.614231188;0.538010685;0.132030736;0.197702077;1.010886873;0.597506726;0.368445503;0.175728949;0.447228029;0.144362793;0.22208408;0.133031512;0.530426902;0.374780798;0.523862096;0.218713697;0.098381009;-1.262538515;-1.446497061;-0.412285676;-0.559659098;-0.013141628;0.064943718;-0.20635613;-0.021845662;-0.361732485;0.165682514;0.129869484;-0.263616057;0.117787645;-0.177229381;0.371298431;-0.38435488;0.244695069;-0.342745764;0.51028785;-0.138985708;0.506772803;0.055394158;-0.030595675;-0.315186828;-0.056738227;0.295182683;0.438935006;0.015570049;0.376715378;-0.342520227;0.035126755;0.084252894;-0.301197333;0.273607692;0.762807665;-0.094657836;0.14106735;-0.160540775;-0.174870136;0.041887697;0.498566785;0.531382076;0.562805842;0.268277676;0.476793115;0.328625058;-0.321055007;0.015293591;-0.229296801;0.407657494;0.4913733;-0.039600299;-0.033298234;0.076141012;-0.090431136;-0.208768924;-0.272908217;0.150628044;0.204607377;-0.307950151;0.600179158;-0.323156965;-0.10737375;0.078618237;-0.167025381;0.344353189;0.148487627;0.282443993;0.33042189;5.91E-05;-0.210230268;0.214010852;0.252362394;0.417564528;-0.067032348;0.378030419;-0.043255421;0.651258811;-0.162664244;0.166042254;0.116675731;0.818466882;0.60312963;0.301180911;0.37372493;0.073162523;-0.277014748
Aminobutanoic acid (ABA);-0.367792344;0.213959892;-0.192991761;-0.364519347;0.126276456;-0.357878957;-0.183433692;-0.186137138;-0.251753531;-0.329272705;-0.036083586;-0.283696518;-0.731161038;0.285007507;0.286987784;0.201243208;-0.35621132;0.22884752;-0.041264138;-0.144405005;0.182386741;-0.379680061;-0.500484521;0.457836692;0.057050406;-0.38690504;0.010289977;0.132747274;0.138933806;-0.18726715;-0.150176128;-0.028259408;-0.077957594;-0.272671289;-0.061366632;0.234599096;0.172338489;-0.02375394;0.453447611;0.021836141;-0.30928689;-0.082616046;0.076511941;-0.35084571;-0.277554879;-0.311055875;-0.334772945;-0.053722616;0.095084605;-0.075319805;0.445885769;-0.131340327;-0.489261865;-0.277098471;-0.25861788;-0.018304805;-0.938293769;0.066942941;-0.4876267;-0.014697802;0.018250575;-0.538245057;0.146123844;0.313977504;-0.462438053;-0.158652466;-0.273939244;0.125382228;-0.313111923;0.093386865;0.490963463;-0.291436377;0.233398046;-0.246028978;-0.018936694;0.532609515;-0.23365539;-0.371835588;0.878360216;-0.434671245;0.684828133;0.90906178;0.162199451;-0.654556979;-0.07352911;-0.066617061;-0.176102008;-0.040292623;-0.821062434;1.032421832;-0.3224233;-0.137548957;-0.461889158;0.445192404;0.021343363;0.286649967;-0.409880765;-0.271791874;0.192164797;-0.010093863;-0.380432583;-0.372621459;-0.238974123;0.14738775;-0.561339486;0.584994097;-0.235462324;-0.036066435;0.126976915;-0.003301663;-0.494338348;-0.265015378;-0.269049559;0.163557285;-0.152204216;0.089336168;0.249019156;-0.162624244;-0.462519553;-0.225525828;-0.411922186;0.078334548;-1.030308842;-0.483190713;0.238903004;-0.039966358;-0.083053199;0.743552423;0.172516847;-0.456824321;0.594146217;-0.725356439;0.108908634;0.494484518;-0.300182822;0.429641931;-0.243069483;-0.340952434;-1.178713051;-0.415375777;0.030571268;1.226488164;0.021308498;0.163660747;-0.727265327;-0.008037825;-0.126297753;0.800895872;-0.242321391;0.005003518;-0.292618538;0.058590648;0.305578973;0.065624798;0.032104051;-0.178360129;0.363596366;0.205855385;0.571657599;0.294608877;0.568449043;0.269712926;0.423371807;0.257651201;0.44377425
Choline;0.696356166;0.323914564;0.369752637;-0.060204404;-0.352220264;0.186151406;-0.562257597;0.109111972;0.366057529;-0.259144273;0.159485885;0.307074435;0.584368323;-0.159189707;0.140646355;0.069949784;0.005468445;0.600625955;-0.697838425;-0.07633468;-0.088291128;0.006526224;-0.338771637;-0.419806101;-1.177218659;-0.094827898;-0.144786759;0.308763119;0.931423522;0.851346467;-0.412477082;-0.463227809;-0.592930313;0.214432479;0.40101972;-0.523287521;-0.324368135;-0.608632448;-0.485762933;0.48982987;-0.029959421;-0.121180571;-0.119336958;0.248161418;0.028006605;-0.488582108;-0.268121579;-0.192651856;-0.782877554;-0.247343309;-1.005654658;-0.125239237;-0.100289406;-0.130006074;-0.031525397;-0.823527915;0.075528539;-0.666712809;0.492260518;-0.166853617;0.486241084;-0.290429309;-0.524590575;-0.161658901;-0.599902906;1.356794528;0.543476141;0.179965821;0.260252108;0.303495031;0.052271263;0.295886537;0.313339763;0.121891278;0.950762048;1.133908364;-0.419657513;-0.477313857;0.346925181;-0.429408381;0.349543337;-0.190033918;0.253815515;-0.331046141;0.447793834;0.281792163;0.069378921;1.01185866;0.696419603;-0.352260724;-0.243593008;-0.653497992;0.047317708;0.096396098;0.707687567;-0.046625757;0.316470007;-0.472520925;0.797760133;-0.057493086;-0.206772584;-0.169914351;-0.075468302;-0.727359353;-0.614295784;0.233822551;0.139408171;0.290666196;0.093451489;0.094669618;-0.15543205;0.244628665;0.097747817;0.565177649;-0.234195373;-0.921724364;0.32531568;-0.012261138;0.425499152;-0.144608247;-1.114998299;-0.001083804;-0.039372152;-0.524836574;-0.153740661;0.821405969;0.402531713;0.724114755;0.721165228;-0.144902747;0.269804801;-0.806550387;0.266325648;-0.060400832;-0.86176293;-0.854917579;0.470629071;-0.478721091;-0.213075329;-0.655200697;-0.541948245;0.470829693;0.079151991;0.660824424;-0.410550295;0.097463134;0.408718572;-0.308324205;-0.047349845;-0.313915875;-0.125082486;0.333043253;0.095323501;-0.298059433;-0.068387898;0.269293903;-0.637251209;0.677344805;0.027749729;0.151730846;0.473916808;0.231727531;0.298803789;0.082455366;0.166850494
Serine;-0.060869978;-0.120860381;-0.335690502;-0.679565473;0.481112689;-1.130319742;0.478072163;-0.832765681;-0.390793125;-0.750173674;1.280497697;-0.636154381;0.300478364;0.474965142;-0.075228069;-0.284931499;-0.782728416;2.951543922;0.096748409;-0.543167052;0.004695698;-0.366191958;-0.110843871;0.877174918;-0.154873361;-0.265295997;0.101911976;1.0017799;0.443137251;-0.075630291;-0.274701178;-0.334498426;0.026435382;-0.402318972;0.006133187;0.116139824;-0.407367094;0.176971089;0.089209989;-0.181791529;-0.880104872;0.061966704;-0.038607296;-0.77571095;-0.579984094;-0.570178111;-1.2069578;-1.184640378;0.160267097;-0.104053306;0.039327175;-0.74629344;-1.389172058;-0.435930101;-0.10735506;0.158378712;-0.511052165;-0.246401794;-0.431412417;0.380944116;0.47057297;0.707972357;0.002610344;-0.454903282;-0.23726597;0.640933411;-0.156580147;0.345396812;-0.43932254;0.519255773;0.392407924;0.423953963;0.672358531;0.292960552;0.366238801;-0.472457238;-0.398128183;-0.371924709;0.370718984;0.978271513;-0.151653386;1.254119109;0.263495301;-0.885889685;0.351714376;0.845379031;-0.013640351;-0.079873986;-0.774353827;0.100953357;-0.486386603;0.817698709;-0.067822621;-0.283007473;2.836620386;0.632553828;-0.18784592;0.881506336;-0.090184401;-0.778224452;-1.019543183;-0.393639651;0.707773766;0.132713672;0.632886611;0.641849641;0.317603867;0.463786516;-0.021853228;0.637547799;-0.339964335;0.071578192;0.905709314;0.423093577;-0.370294631;-0.03475964;0.172547895;-0.730494422;-0.279034163;-0.075843115;0.931732911;-0.001296775;0.114682293;-0.36354655;-0.148999626;0.291808875;-0.112984287;-0.622981676;-0.081338778;-0.762074152;0.207217122;-0.794482365;-0.396458534;0.482247616;-0.823190721;0.010190812;-0.72628147;-0.83358688;0.055802667;1.261571402;-0.936318836;0.368441828;-0.500921266;0.254820245;-0.65604307;0.048771792;0.342365959;-0.254066064;-0.787047977;0.281064785;-0.125634302;-0.676354114;0.236013214;-0.805162559;-0.09813062;0.292597494;-0.06718879;0.305275768;0.246232353;0.387800552;0.426241471;0.260865159;0.375490274;0.333940877;0.188495913
D-Glyceric acid;-0.539676554;-0.242390813;-0.529829967;-0.54950746;-0.435064352;-0.089651105;-0.254870133;-0.638992838;-0.095227498;-0.221545929;0.130677026;-0.452139023;-0.609575042;0.087414905;-0.278539645;0.079908993;-0.033900686;0.330233152;0.053642517;-0.52665697;0.519098963;0.161830758;-0.249723486;-0.127620276;-0.613176833;0.104037314;0.295549887;0.847823079;0.025179424;0.522995236;-0.158448974;-0.165175727;0.167519299;-0.354242516;-0.067125192;0.294555433;0.414861741;0.084794599;-0.032120782;0.056186636;-0.474102942;0.20157552;0.555284884;-0.287074979;-0.245682776;-0.601492461;-0.082158987;-0.289062851;0.012675674;0.005922529;0.404200225;-0.194309294;-0.479577435;-0.094258742;-0.246179609;-0.294005768;-0.647476535;-0.511267848;-0.336701308;0.09662999;0.295750678;-0.383960918;-0.61237546;-0.361298934;-0.535874488;0.652935802;-0.098561321;-0.736540882;0.064172069;-0.063396508;0.166676723;-0.084368483;0.201051763;-0.173079304;0.501823565;0.118527946;-0.202349424;-0.28978403;-0.520093426;-0.415702819;0.384630766;0.213514839;0.477159366;-0.113619928;-0.309463765;-0.142745636;-0.153871393;-0.043141748;0.605333158;0.498871098;-0.435474716;0.213478948;-0.032102352;0.598612198;0.680868061;0.091456923;-0.199619074;-0.437684435;0.185879378;0.107380929;-0.562698365;0.271935908;0.033903747;0.627634148;-0.134851257;0.528465268;-0.083270939;-0.322921546;-0.162533145;-0.403255666;-0.233236427;-0.067703726;0.394768816;0.066384281;-0.113991883;0.183344853;-0.009454935;-0.591229638;-0.387286028;-0.013717484;-0.758073288;0.699659592;-0.489249032;-0.626417487;-0.025719871;0.399194809;-0.252988354;0.13921394;0.094795157;-0.114221809;0.039140366;-0.268109204;-0.231966646;-0.013783275;-0.495725055;-0.570994389;-0.346196293;-0.793480017;-0.142763163;-0.503825149;-0.891743601;0.382319186;-0.043703023;0.337467917;-0.766162132;0.678720886;-0.354114288;0.494077088;-0.212375203;0.161395553;-0.311633107;0.393885058;0.069618681;-0.385938144;0.002260035;0.29186312;-0.048666593;0.033548769;0.793810714;-0.139296668;-0.065256906;0.014716356;0.100107161;0.186271901;0.081532726
