ions;SNF3_untreated;car1_untreated;NPY1_untreated;MSW1_untreated;RNR4_untreated;GRX5_untreated;aah1_untreated;AMD2_untreated;MSM1_untreated;URA1_untreated;GPR1_untreated;IMD4_untreated;RNR1_untreated;LEU1_untreated;URA10_untreated;LPD1_untreated;FUM1_untreated;CHO1_untreated;FUN26_untreated;DAL7_untreated;ALD5_untreated;FCY21_untreated;NIT1_untreated;uga1_untreated;pnp1_untreated;CIT2_untreated;CRD1_untreated;FUI1_untreated;AVT3_untreated;TPN1_untreated;HOM6_untreated;PHO84_untreated;BNA4_untreated;FBP1_untreated;RGT2_untreated;LSC1_untreated;PUT1_untreated;FAA2_untreated;NIT2_untreated;GLR1_untreated;SUC2_untreated;ODC2_untreated;ADH3_untreated;FEN2_untreated;PNC1_untreated;HOM2_untreated;AVT1_untreated;SHM1_untreated;ERS1_untreated;DIC1_untreated;ALD4_untreated;BAP3_untreated;RBK1_untreated;hmg2_untreated;FUR4_untreated;BNA3_untreated;AAT2_untreated;MST1_untreated;ILV1_untreated;YCF1_untreated;ADE8_untreated;MLS1_untreated;IZH2_untreated;ARO1_untreated;MEP2_untreated;BAT1_untreated;STE2_untreated;IMD2_untreated;TAT1_untreated;GDA1_untreated;LYS12_untreated;STR3_untreated;GAP1_untreated;ALT1_untreated;VBA1_untreated;VBA2_untreated;LEU4_untreated;GCV2_untreated;FUR4_estradiol;AVT1_estradiol;ARO1_estradiol;LYS12_estradiol;VBA1_estradiol;MSW1_estradiol;uga1_estradiol;MST1_estradiol;IMD2_estradiol;GAP1_estradiol;SUC2_estradiol;BNA4_estradiol;HOM6_estradiol;GPR1_estradiol;MSM1_estradiol;WT_estradiol;CHO1_estradiol;BNA3_estradiol;SNF3_estradiol;STR3_estradiol;VBA2_estradiol;FUM1_estradiol;FCY21_estradiol;hmg2_estradiol;RNR1_estradiol;ALD5_estradiol;NIT1_estradiol;LEU1_estradiol;ADE8_estradiol;RNR4_estradiol;FEN2_estradiol;PHO84_estradiol;RGT2_estradiol;ODC2_estradiol;BAT1_estradiol;GCV2_estradiol;NPY1_estradiol;YCF1_estradiol;FUI1_estradiol;GRX5_estradiol;AAT2_estradiol;LEU4_estradiol;MLS1_estradiol;STE2_estradiol;ILV1_estradiol;DAL7_estradiol;LSC1_estradiol;MEP2_estradiol;TPN1_estradiol;AVT3_estradiol;URA10_estradiol;BAP3_estradiol;pnp1_estradiol;FBP1_estradiol;RBK1_estradiol;FUN26_estradiol;IMD4_estradiol;NIT2_estradiol;CIT2_estradiol;AMD2_estradiol;ALT1_estradiol;aah1_estradiol;SHM1_estradiol;DIC1_estradiol;TAT1_estradiol;ALD4_estradiol;URA1_estradiol;ADH3_estradiol;HOM2_estradiol;PUT1_estradiol;PNC1_estradiol;FAA2_estradiol;GLR1_estradiol;ERS1_estradiol;IZH2_estradiol;LPD1_estradiol;CRD1_estradiol;GDA1_estradiol;car1_estradiol;thaumatin;hydroxyurea;alphafactor;pentostatin;fluvastatin;aminooxyacetate;dmso;atorvastatin
CDP;0.105293317;0.008650497;-0.323454784;-0.080095997;0.079776289;0.174662004;0.278343812;0.352045263;0.209660025;0.716570308;0.255459982;0.049837063;0.157150201;0.163709893;0.481854742;0.468314171;0.27922443;0.899575821;-0.391758433;0.600539332;0.322088874;-0.341836365;-0.824494089;0.482382124;-0.196630963;-0.519788032;-0.320809853;0.252041353;0.697938306;-0.345347533;-0.473333431;0.313784573;-0.135678771;0.270811354;0.223745043;0.022906914;0.034992862;-0.118236148;0.498873813;0.018770837;-0.12334624;0.084695554;0.573122201;0.096357245;0.379845666;-0.69286753;-0.217055935;0.180997795;-0.366625342;-0.692918734;0.400615579;0.45320145;-0.08236322;-0.322115666;0.218345903;-0.70617602;-1.396351097;-0.577489979;-0.455020648;0.018638943;0.255261274;-0.274378127;0.115415076;1.128303992;-0.67985114;-0.891186764;-0.71181085;0.486276935;0.283600689;0.158033714;0.584343433;-1.032299605;0.47298739;-0.966170703;-0.220771713;1.477016172;-0.258582323;-0.085424885;1.175184188;-0.383447514;1.341485081;0.664998041;-0.063080406;-0.210213442;-0.428984207;0.069448907;-0.24239844;-0.102987089;-0.676118009;0.87142132;0.004008252;0.48285993;0.815292931;-0.529288001;0.244615089;-0.174776481;0.317126344;-0.713193091;1.826311066;0.700838829;-0.407813452;-0.616687469;1.270025057;0.037339001;-0.201659116;0.031179527;0.561929125;1.015159631;0.430847743;1.605673036;-0.409646206;0.332008153;-0.887704069;-0.03604553;-0.008773807;-0.337905857;0.898214411;-0.576262809;-1.162682283;-0.804219839;-0.23739131;-0.782362179;-0.578708542;0.42196443;-0.473792587;-0.328393479;-0.201919634;0.50816751;0.588626384;0.060785782;0.812673378;0.22893061;1.002017077;0.231271451;-0.127237621;-0.128958868;-0.842694082;0.509766332;-1.815999399;-0.712194258;0.219036265;-0.166195744;0.454144463;-0.08974295;0.277951313;-0.22394058;-0.123883127;0.673000664;0.178775365;0.197323958;-0.719615797;-0.83099474;-0.044670876;0.176510393;-0.351460831;-0.41394979;0.636098485;-0.061911253;0.379275167;0.286778506;0.553573343;-0.133204438;0.114348478;0.002306323;0.183750163
UDP;0.302099015;-0.004412888;-0.284890464;0.083211743;0.105777452;-1.309611698;0.436543073;0.333094605;-0.006858967;0.90952888;0.716173698;0.295096763;0.26203998;0.551622534;0.822744557;0.455064146;0.124603244;0.852815419;-0.262275868;1.251553113;0.32101366;-0.17128536;-0.495500159;0.146234912;0.340888968;-0.372748465;-0.039836224;0.948805946;0.880683748;-0.349211151;-0.403018761;0.607120146;0.207898295;0.256168188;-0.067535998;0.17677755;-0.1357812;-0.115200556;0.423412734;-0.281358606;-0.368218243;0.165650802;0.320030636;0.138535824;0.120132337;-0.897340768;-0.323041972;-0.014554596;-0.61037256;-0.261527653;0.475402764;-0.005945763;-0.099004422;-0.269367243;0.266435651;-0.416673349;-1.534170388;-0.419537511;-0.480985264;0.177508196;0.852300621;-0.073670341;0.377608604;1.114083954;-0.657515804;-0.843678464;-1.152981589;0.850373216;0.411308142;0.309522469;0.691484944;-0.47795585;0.635350582;-1.479606252;-0.014608023;0.251365618;-0.341422914;0.016147486;1.255075239;-0.642128319;1.238037821;0.336898378;-0.094390615;-0.307189803;-0.486406322;0.499740595;0.470243027;0.260531517;-0.753205327;1.1587316;-0.310294352;1.157169122;0.414612557;-0.907595467;0.243053682;-0.305995507;0.326401619;-0.229150965;0.016533392;0.452605643;-0.252881467;-0.780412924;1.472708761;-0.083979963;0.233255881;0.800889638;0.835076034;0.613009625;0.429655027;1.271161053;-0.59330351;0.110310655;-1.213994576;0.222313223;0.126124672;0.044667645;1.739703436;-1.879107987;-1.060299603;-0.512314649;0.251090363;-1.384473048;-0.125135624;1.657953033;-0.074295595;-0.086904255;-0.127578991;0.789695104;0.505325425;-0.260297885;0.710786853;0.015974297;0.835968167;0.101364685;-0.65548814;-0.264868929;-0.855781718;0.535154302;-1.441574446;-0.096231678;0.396633644;0.506576022;0.212661021;0.368418523;1.154566026;-0.259207625;-0.530574993;0.363370433;-0.089148606;0.155107856;-0.83708854;-0.990289287;0.168223874;0.100659888;0.059720723;-0.491678246;0.718677144;0.022391459;0.304972315;0.288243553;0.575089665;-0.045728987;0.020977434;-0.07766431;0.15323124
dADP;-0.190375267;-0.039255007;-0.45246327;-0.306886448;-0.03729397;-0.246504736;-0.34430818;0.094851197;-0.305515478;0.893620905;0.370826876;-0.043733462;-0.072063937;0.702965187;0.35322553;0.339208488;-0.066586953;1.060707704;-0.043561613;-0.037848721;0.128938469;-0.346868652;0.230965052;0.386768399;-0.11129678;0.386679969;0.301218237;1.118314673;0.800253157;-0.153786478;-0.095615425;-0.346551228;0.550074443;-0.376205367;-0.362788976;0.540313173;0.105246827;-0.000951672;-0.155492013;-0.095426924;-0.409589987;-0.304929741;0.335898066;0.061072904;0.11283108;-0.873523196;-0.524153648;0.157121275;-0.003889705;-0.031087178;0.526140601;-0.31738652;-0.440351841;-0.446877061;0.215493291;-0.172079019;-1.153874031;0.083127652;0.324933021;-0.10817157;0.773154201;-0.70517455;0.314218451;0.587484889;-0.757848703;-0.567609271;0.041158741;0.298707694;0.183223204;-0.021152619;0.875206414;-0.836762486;0.200013203;-0.909749854;-0.126648882;0.837537608;-0.476132251;-0.333071279;1.090500419;-0.139549303;0.965382774;0.781362884;-0.058322528;-0.443215548;0.329154429;0.182995823;-0.221991903;-0.022473967;-0.82450382;1.192494727;0.045720639;0.605449307;-0.114693319;-0.809642913;1.117336834;0.009557301;-0.463893811;-0.737636023;-0.489824368;-0.262036202;-0.512008987;-0.826886812;4.533277065;-0.038030757;-0.800865703;0.996007974;0.913832674;0.833055406;0.270278157;0.090206506;-0.324201523;0.33069085;-0.348614471;-0.132063805;0.21222179;-0.15717608;1.603939206;0.290739957;-0.919958726;-0.055136412;-0.143419833;0.528407874;-0.327940859;0.235555764;0.16826617;-0.338443933;-0.167128778;0.089788974;0.178743952;-0.604831636;0.689068932;-0.809262197;-0.130892113;0.335411998;0.065233319;-0.216437157;0.563995567;-0.311849835;-1.191359797;0.227681608;0.319593244;0.105887232;0.469196902;0.098977587;-0.294374387;-0.283376318;-0.423548994;0.682080893;-0.236881797;0.023809346;-0.783407187;0.09337534;0.053991774;0.357331151;-0.368052249;-0.945738459;0.266570553;-0.240399149;-0.233665025;-0.209678862;-0.192002425;0.080333327;-0.253693547;-0.262212189;-0.214766526
dIDP;-0.488102683;0.101453124;0.037699554;0.168204952;-0.18747011;-0.325010667;-0.348470393;-0.119559951;-0.18959535;4.842294012;-0.206117399;-0.102373777;-0.55320733;0.163785793;0.019132353;0.031809656;-0.140245849;0.270870818;-0.494810268;0.585889648;-0.071939343;-0.086329736;1.368404562;0.161036425;0.138166486;2.560510113;-0.497894578;-0.343526032;-0.484563444;-0.158527818;-0.005178044;-0.204951375;-0.37080719;0.159500869;-0.086542264;-0.162143562;-0.019324328;-0.098435207;0.080187576;0.118054883;0.17180112;-0.032886499;-0.163418486;-0.070199401;-0.082045532;-0.36203881;-0.185687459;0.07230964;0.782214803;-0.403725388;-0.005992047;-0.153496759;-0.193726769;0.17571431;-0.448498079;-0.120042713;-0.394940851;1.062028441;0.743344902;-0.254115911;-0.103155654;-0.588493593;-0.135982861;0.133493962;-0.088299038;-0.544522023;-0.810176701;-0.284158077;-0.549745882;-0.327581743;0.127377822;-0.167401894;-0.353450635;-0.450713873;-0.340032709;0.96612066;-0.10404991;-0.219616638;0.066949412;-0.36271161;-0.025658328;0.173014173;-0.167622603;-0.317821906;0.515218434;0.065709351;-0.119820123;-0.032400434;0.085212675;-0.074459824;-0.032134451;0.026752281;-0.26167134;-0.26796455;0.308813152;0.008069404;-0.136596827;-0.715909193;-0.67444289;0.127474593;-0.067787218;0.305901692;-0.624670597;0.222008668;-0.693493083;0.454018673;-0.311391471;-0.18601179;-0.000708124;-0.334871341;-0.464461757;0.163838393;-0.546955348;0.067607313;-0.030312709;0.0049993;-0.330464686;-0.309626517;-0.44422799;1.339637605;-0.84738884;-1.040500615;-0.065154028;1.970346968;-0.066373347;0.18482531;-0.431728971;-0.11168547;-0.100215637;-0.52970768;0.269207496;-0.546602365;-0.167044069;-0.352510543;0.041156608;0.761616877;3.740180631;-0.090000333;-0.899650604;-0.491082584;-0.014684465;0.053137708;-0.134427808;0.329470296;4.009783496;-0.046916134;-0.356322728;0.216109723;-0.196448852;-0.084955494;-0.513261124;1.202523677;0.029530397;-0.099883777;-0.089326692;-0.081686054;0.024392465;-0.22606706;-0.217621004;-0.22407007;-0.2207325;0.051411354;-0.229202353;-0.229971799;-0.212538299
14-Demethyllanosterol;-0.27140817;0.431371151;-0.03170929;-0.43668465;-0.251082295;0.349553084;-0.578014729;0.408681665;-0.038844501;0.31731103;0.232993975;-0.31423284;-0.324462663;0.381280038;0.118701032;0.287718452;-0.762209572;0.596038343;0.455216953;-0.158601568;0.429667134;-0.340599771;-0.165539223;0.082772824;0.310224057;-0.002289741;0.076599306;0.60407174;0.228177139;-0.124225273;-0.144790974;-0.586578661;0.060674418;0.031169288;-0.025566496;0.439447108;0.045551529;0.022746638;0.385377906;0.384591673;-0.147946315;-0.2151983;0.170349824;-0.137945127;-0.224600649;-0.615391604;-0.390353662;0.026608327;0.032967426;0.303850019;0.87156987;-0.427393445;-0.38172409;0.054323661;0.08697345;-0.118962406;-1.103365105;0.384264058;0.470897652;0.184421071;-0.071533252;-0.531180217;0.352351549;0.85385578;-0.266505548;-0.317845384;-0.378257426;0.044767777;-0.152551893;0.108236815;0.185748743;-0.114205445;0.619355566;-0.506354953;-0.055214974;0.181041315;0.079409145;-0.436630623;1.00452379;0.672541587;0.175505026;0.345715297;0.144673672;-0.177169491;-0.095105105;0.324487468;0.280867957;-0.044875467;-0.438669474;0.488765572;-0.093836597;-0.339336655;-0.576798783;-0.436345517;0.063802407;0.475418053;-0.328416783;-0.763861614;-0.403228789;0.250464505;-0.102846766;0.34106337;-0.062531294;0.917033185;0.203865333;0.329641652;-0.80268699;0.518602766;0.384138183;0.272383184;-0.284411206;-0.695143855;-0.767350601;0.097153056;0.498570214;0.377312387;0.332088171;0.038058342;-0.313110242;0.356992103;-0.434303624;-0.419368679;-0.500663589;0.051585328;0.418368751;0.236295358;-0.1097352;0.682214723;0.934757098;-0.161034869;0.460028035;-0.998602033;0.084564728;0.769461171;-0.201489957;0.279907754;0.425026371;-0.607493359;-0.529463541;-0.181655433;0.286233952;0.586183837;-0.393886839;-0.17502243;-0.105512411;0.357743085;-0.255938523;0.345643361;-0.177619939;0.187252806;-0.939348978;0.013475117;0.221320755;0.311984375;0.166981486;0.251297829;0.00729006;-0.227192085;-0.223515409;-0.225531353;-0.226217559;-0.016048456;-0.226479355;-0.228940467;-0.220744063
3alpha7alpha-Dihydroxy-5beta-cholestan-26-al;-0.621623856;0.363525312;-0.257133293;-0.339188448;0.191763084;-0.020152457;0.082477111;-0.193292447;0.005730759;-0.545423294;0.178896902;-0.54493537;-0.601073779;0.470994946;0.031896455;-0.547184997;-0.014575914;-0.404888063;0.380549793;-0.577586225;0.331138461;-0.350329105;-0.315379498;0.321201479;0.278715246;-0.71462772;0.500806647;-0.044664654;-0.075339698;0.154634597;-0.027742318;0.229922526;0.459033549;-0.25504997;0.230311765;1.17350491;-0.127594372;0.099992126;0.399477925;-0.16088643;-0.093273589;-0.020636868;-0.106727164;-0.265550273;-0.134120272;-0.361337654;-0.404973458;-0.213493099;0.086602322;-0.13193466;0.190773477;-0.240272895;-0.56758691;0.117375943;0.233265172;0.321794974;-0.380749234;0.149069819;-0.784400393;-0.072078846;0.02865316;0.273802123;0.131283322;0.538620331;-0.210874801;-0.145328874;-0.349791363;-0.29168655;0.086584586;0.346704817;0.639988133;-0.236207356;0.295510468;-0.248902296;0.006809878;-0.301701926;-0.033939015;0.012241803;0.506153503;-0.3129068;-0.228955937;1.063998931;-0.09183331;-0.547298295;0.239389649;0.228209459;0.133320993;0.046613224;-0.280852556;0.381203433;0.157174835;-0.496829904;-0.323766127;0.286192291;0.514740111;0.247882147;-0.199790682;0.005567004;-0.176892734;0.324732022;-0.187993577;-0.358130011;-0.091420338;0.693894297;-0.263185386;0.612138106;-0.036121336;0.400986067;-0.960960645;-0.467148827;0.217108862;-0.309665826;-0.147174084;0.400969288;0.236307078;-0.295979189;0.228712477;-0.384711982;-0.03297029;-0.531592369;-0.237280187;-0.020256001;-0.439509789;-0.357223316;-0.442231974;-0.105880102;-0.027080669;-0.126077874;0.262843163;-0.002471488;0.494496004;-0.535524185;0.287727947;0.46990827;0.108883459;-0.380082695;-0.559536792;-0.688958493;-0.899216065;-0.245574711;0.278063857;-0.232375235;0.066277056;0.27852532;0.01654247;-0.151831846;0.482152751;0.351833471;-0.468208614;0.435594622;-0.923988965;-0.036775457;0.244178498;-0.102391256;0.774083985;0.160670923;0.068234311;-0.04840397;0.200841117;0.281516164;0.206648465;-0.103809207;0.00386216;-0.090154092;-0.145716284
alphaalpha'-Trehalose 6-phosphate;-0.621809109;0.033220369;-0.200385887;-0.635532523;0.167896841;-0.546970355;0.334946586;-0.713668715;-0.60331558;0.022357418;0.008749033;-0.418544376;-0.414003652;0.091706853;0.245727447;0.038796559;-0.774835894;0.490213784;-0.267236381;-0.642457914;0.028223326;-0.22281103;-0.484673501;0.601672937;-0.2672941;-0.628995656;-0.274574371;-0.196094853;0.167809453;-0.487646945;-0.580325453;0.179117694;0.153802815;-0.864009389;0.258563042;-0.081048042;0.045755737;0.240759011;0.805200544;0.221598015;-0.536885101;0.014027483;0.246293691;-0.190483349;-0.507887367;-0.470392857;-0.720834792;-0.182520192;0.195037205;0.06531094;0.082887166;-0.273059135;-0.787766478;0.021157415;-0.310297789;0.219279404;0.099116201;0.303530109;-0.254064212;0.19669042;-0.325730181;-0.415909331;0.076638318;-0.635610353;-0.348484155;0.207988356;-0.398089695;0.240584707;-0.326225861;0.280868751;0.186373075;0.174548605;0.016301384;0.416634648;0.279315111;-1.106071187;-0.284366852;0.003167253;0.57942506;-0.101505246;-0.618687223;0.330943407;0.377652284;-0.88657039;0.695441454;0.385720019;-0.106470747;-0.068971161;-1.251029213;1.280354352;-1.011627643;-0.256572771;-0.576811777;1.140855256;0.127473417;0.716659059;-0.632816685;0.070658686;-1.28082855;-1.110554131;-0.225037089;0.096559928;-0.440794855;-0.100328644;-0.244490942;0.43555441;-0.660656391;0.223968417;-0.34792627;0.406986882;-0.118106441;0.198176485;0.195687375;0.755891601;-0.197572548;0.410261183;-0.342317602;-0.644997774;0.107252963;0.250708727;0.023622369;0.075891501;-0.847032204;-1.088239301;0.208553071;-0.099065224;-0.231791959;-0.059065257;0.560275959;-0.71030038;0.58867489;-1.184368962;-0.60193674;0.39085982;-0.569182786;0.400344627;-1.156585645;-0.859622766;-0.381085419;0.132562368;0.090799896;0.230089811;-0.230862933;0.163946532;0.010124808;-0.115635382;-0.490236224;0.06751415;-0.233780389;0.310739717;-0.268091835;-0.324008798;0.803941998;-0.270073468;-0.280968519;0.09246323;0.303985783;-0.140276329;0.066888392;-0.033632771;0.039681708;-0.014767256;0.024672351;-0.083039066;0.206077931
ADP;0.022925481;-0.022810414;-0.244131477;-0.215566887;-0.028560003;0.895364631;-0.189983713;0.407520568;0.130892159;-0.838331619;0.016421656;0.27149918;0.623873142;0.211924627;0.401493858;0.448261337;0.517389839;0.081765174;-0.361089496;0.019108718;0.360332421;-0.492686251;-1.259776005;0.155647376;-0.210718066;-0.796081148;0.054791286;0.51236144;0.707314655;-0.069216958;-0.302122633;0.077533835;-0.083238403;-0.095819643;-0.089720706;0.131677223;0.298885981;-0.387568845;0.201627794;-0.223915251;-0.290890098;-0.09129428;0.616479353;0.069254932;0.264517134;-0.593434076;-0.198064219;0.248074702;-0.641022191;-0.411570951;0.557570121;0.255564469;0.026848721;-0.418017666;0.173333156;-0.64845274;-1.161537792;-0.765214438;-0.791480031;-0.096467654;-0.268102217;-0.035295745;0.121087933;1.287760529;-0.86287783;-0.238318489;0.86341758;0.404266767;0.358395894;0.337152618;0.665917729;-1.066357629;0.405126325;-0.430592805;-0.175701599;0.989132412;-0.419830035;-0.294900115;0.900401273;-0.590963516;1.805257735;0.76337051;-0.499361516;-0.405327289;-0.564823342;0.156316416;-0.211725381;-0.00033685;-0.612021162;0.342368304;-0.281783304;0.136822982;0.35509525;-0.367924382;-0.719109394;-0.640554882;0.084118731;-1.004641636;2.135155756;0.962080834;-0.247135846;-0.92846228;2.216736371;-0.038115191;-0.25483645;0.224400193;0.060330899;0.358154336;0.780210151;0.839982228;-0.542283637;-0.231737654;-0.68344472;0.074883587;0.090929225;-0.574723682;1.401814241;0.782734105;-1.140641515;-1.001177385;0.550066475;1.122281153;-0.781677949;-0.01957123;-0.471879145;-0.579140099;-0.06405778;0.678611673;0.190058026;-0.095680516;0.684795588;-0.051798783;1.294140409;0.121427271;-0.157004525;-0.681723669;-1.055960745;1.226559154;-1.048564152;-0.448647869;0.668253937;-0.171473619;0.486425408;0.375230613;-0.501270783;0.034485878;-0.346960259;0.764077184;0.173606084;-0.287941682;-0.872841391;-1.012096827;-0.054129747;0.201326965;-0.294032067;-0.427366141;0.497911722;-0.216275242;0.082709989;0.097992555;0.45804698;-0.39880152;-0.063350347;0.047223062;0.025963349
4alpha-Methylzymosterol-4-carboxylate;-0.076714512;0.183642993;-0.346121847;-0.258933431;-0.051075151;-0.028215282;0.703958146;-0.095283442;-0.283255846;0.47557408;-0.092884857;0.302083023;-0.448987805;-0.142080277;0.382579968;-0.058185555;-0.455211837;0.049217002;-0.209174062;0.059165147;-0.028577416;-0.319170793;-0.270633257;0.136551731;-0.008078581;0.224080186;-0.099453313;0.109435484;-0.152967485;-0.50170746;0.061039897;0.39417294;-0.202401499;-0.300668903;-0.087859704;-0.201218211;0.103665024;0.09015877;0.587602575;0.022739288;-0.180008665;-0.11383599;-0.05496857;-0.409865429;0.043879661;-0.366830767;-0.551942894;0.256225341;-0.166197675;-0.101146173;0.067623108;-0.253650227;-0.357170051;-0.310357959;-0.353434693;-0.137747674;0.399020579;0.442933345;-0.341992414;0.354911065;0.125728464;0.356414102;0.276712859;0.676763219;-0.143215315;0.829967668;-0.265778423;0.113295278;0.109670394;-0.22386441;-0.034705674;0.262638846;0.279440698;-0.077377122;0.064219642;0.157465718;-0.248944133;-0.099728636;0.598821878;0.259491285;-0.249786929;0.084055387;0.417313574;-0.567463208;0.584281172;0.499903244;0.094422514;0.434548199;-0.70185232;0.977975836;-0.952154542;-0.784624407;-0.185556835;0.976171648;-0.307773908;0.212122526;-0.706588061;0.218574066;-0.906155962;-0.569890463;-0.304146773;0.017663013;-0.735284406;-0.093803784;-0.690771839;-0.271708496;-0.480698925;0.113964033;0.144802791;0.13397417;-0.578231306;-0.018138705;1.062717777;0.481530672;-0.0769284;0.080989897;-0.948125151;-0.118537315;0.475372604;-0.193101653;-0.768119681;-1.031280162;-0.861933672;-0.729726686;0.423315507;0.283136697;-0.519413973;0.050304619;0.606516778;-0.318437059;-0.019859302;-1.198405787;-0.07467645;-0.306258544;-0.579650466;-0.362991959;0.049238375;-0.642401125;-0.525628132;0.58325083;-0.047094696;0.432038588;0.344774864;0.365705436;-0.441766358;-0.268825188;0.092172586;0.430395338;0.164511757;-0.101042818;-0.439937623;-0.249086367;0.912233826;0.131033333;-0.156452882;-0.249886091;0.763672048;0.172963996;-0.330695246;-0.237770262;-0.104354453;-0.323704025;-0.411094292;0.251615237;0.42260886
1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole;-0.199345583;0.035327136;-0.045149328;0.902017215;-0.147391525;-0.097936983;-0.35834639;-0.185775777;-0.214789759;1.770331582;-0.266898157;-0.179514567;-0.130962196;-0.109102688;-0.287558941;-0.101865768;-0.081618651;0.012883497;-0.434595652;1.826964945;-0.221423033;-0.257082162;1.865842099;0.236193052;0.026502185;3.364320237;-0.305832728;-0.136045808;-0.345855764;-0.054051005;-0.072387619;-0.438665042;-0.333407229;0.458766603;-0.103960937;-0.223925118;-0.249350502;-0.182743176;-0.178300661;0.321987371;0.224353738;-0.143376152;-0.044345554;-0.098364066;-0.237703139;-0.317780423;-0.073292035;-0.061478597;0.968012707;-0.432272273;-0.241032341;-0.205075948;-0.320363968;-0.10241473;-0.375661346;-0.234083433;-0.450138893;1.338637899;1.459535525;-0.294718942;0.016902336;-0.663733925;-0.34215228;-0.169738239;-0.034116503;-0.638276295;-0.819276023;-0.282818997;-0.466452513;-0.042600917;-0.238026868;-0.023535501;-0.344192819;-0.66146411;0.157615884;2.117692607;-0.227676954;-0.287858196;-0.182400248;-0.3093892;0.020441698;-0.26878655;0.094398248;0.611206298;1.094277596;0.229506314;-0.257856646;-0.188566748;0.67217047;-0.067024999;0.282743653;-0.229378899;-0.009004129;-0.310847872;0.489047258;0.040980674;-0.039312589;-0.719496683;-0.307240134;-0.240197843;-0.166807838;0.218927757;-0.389009917;-0.069614368;-0.769385287;-0.115835226;-0.160358166;-0.018008618;-0.096219655;-0.323239429;-0.408249875;0.545099017;-0.180658899;-0.111885147;-0.111029294;-0.260251714;-0.306267256;-0.067581247;-0.654741489;1.949578233;-1.005956806;-1.215600015;0.59713443;3.124640386;-0.16137626;0.224844275;-0.242152212;-0.120999403;-0.32900602;-0.28628958;0.104527074;-0.367867269;-0.146286685;-0.17372354;-0.296560926;0.575635117;4.124970361;-0.092173564;-0.993885631;-0.679326999;-0.264639137;-0.236802535;-0.155267422;-0.029905389;0.785202827;-0.231045928;0.110534413;-0.219140678;-0.45178636;-0.081862501;-0.241213779;2.117555202;-0.112823225;-0.254182585;-0.243186299;0.320391744;-0.186171228;0.320882545;0.401098806;0.33242709;0.415300429;0.232191123;0.329770012;0.042622368;0.318179656
FMN (ox);-0.191749267;0.119866073;-0.327420475;-0.455760587;-0.102506837;-0.101847434;-0.089800768;0.047644926;-0.257158087;0.599336077;0.161786138;-0.311971818;-0.80160927;0.0745826;0.29939732;0.407545936;0.059199491;0.09719699;-0.246388106;-0.099070124;0.021881291;-0.443729549;-0.334965467;0.682310781;-0.039887504;-0.066899831;0.075660825;0.644585599;0.163484911;-0.34252264;-0.115863827;0.180075555;0.002170229;-0.341331604;0.019512263;0.295503931;0.147139243;-0.082731452;0.314888794;0.071691927;-0.384580866;-0.004800221;0.199526183;-0.206816271;-0.314262457;-0.572122769;-0.380918903;0.074123032;0.439028612;-0.242692797;0.453400938;0.09407824;-0.293592936;-0.187624904;-0.077277474;-0.210330823;-1.153439534;0.167465947;-0.263416585;-0.054213124;-0.289080467;-0.509401862;0.182111034;0.529006018;-0.619273897;-0.330376291;-0.439174307;0.126688417;-0.13520136;0.112247273;0.470574583;-0.446176611;0.316719031;-0.260049359;0.052268282;-0.170534731;-0.303146249;-0.404312919;1.003159886;-0.437713365;0.676720767;0.675192843;-0.030095075;-0.821013559;0.286448706;0.16158166;-0.319615643;-0.093634866;-0.815051317;0.738333236;-0.134704223;0.601356895;-0.183884146;0.440637486;0.003570759;-0.017640377;-0.425694208;-0.944496364;-0.743394583;-0.218131319;-0.132882867;-0.698362801;-0.438770006;0.12349383;-0.452286215;0.247492476;-0.349289767;-0.143835373;0.206301276;0.130259198;-0.500508276;-0.089343007;-0.199677034;0.064433044;-0.355579743;-0.181483582;0.950578067;-0.162224463;-0.924766102;-0.182510364;-0.509965916;-0.538483793;-0.800541426;-0.536366157;0.032370788;0.060084946;-0.234946823;0.514978959;0.16557056;-0.601062289;0.50567341;-0.861110202;0.310231318;0.131258482;-0.40613551;-0.022766499;-0.401376976;-0.226424636;-0.829042531;-0.22432521;0.08928023;0.151160797;0.268049806;0.559017436;4.072217322;0.190676505;-0.402447005;0.72831046;-0.344710227;0.037725366;-0.657310988;0.25547141;0.310229025;-0.365648251;-0.138952622;-0.1158905;0.437766855;0.119009412;0.393555488;0.085692368;0.362240875;0.420226165;0.145765299;-0.043272712;0.84746826
